rebalance_date,ticker,sector,pred,weight
2026-07-24,CAT,Industrials,0.011760035169272,0.00241
2026-07-24,SCHL,Consumer Cyclical,0.0100103302547705,0.00364
2026-07-24,MT,Basic Materials,0.0089507824293804,0.00233
2026-07-24,GNRC,Industrials,0.0113493171324419,0.00172
2026-07-24,CXW,Industrials,0.0112414133782823,0.00269
2026-07-24,PSMT,Consumer Defensive,0.0060528927017598,0.0042
2026-07-24,CALY,Consumer Cyclical,0.0094047646017191,0.00213
2026-07-24,CC,Basic Materials,0.0085586724997198,0.00174
2026-07-24,SAH,Consumer Cyclical,0.0093037582622366,0.00257
2026-07-24,GKOS,Healthcare,0.0176090225585922,0.00171
2026-07-24,CNC,Healthcare,0.0174504446755546,0.0023
2026-07-24,ANDE,Consumer Defensive,0.0056205791073459,0.00277
2026-07-24,MOG.A,Industrials,0.0105968968240517,0.00349
2026-07-24,BE,Industrials,0.0105878748302585,0.00094
2026-07-24,XHR,Real Estate,0.0086177179287228,0.00428
2026-07-24,BRKR,Healthcare,0.0171939041385574,0.00187
2026-07-24,DYN,Healthcare,0.0170104460646573,0.00195
2026-07-24,PLAY,Communication Services,0.0125432715901224,0.00162
2026-07-24,VAC,Consumer Cyclical,0.0086627619640451,0.00247
2026-07-24,DCO,Industrials,0.0102982856349292,0.00271
2026-07-24,NESR,Energy,0.0153997783152831,0.00217
2026-07-24,FIVN,Technology,0.0190554848350352,0.00134
2026-07-24,KGS,Energy,0.0153406180131263,0.00247
2026-07-24,SGHC,Consumer Cyclical,0.0085104675550277,0.00304
2026-07-24,UNFI,Consumer Defensive,0.0050461121585318,0.00256
2026-07-24,ATI,Industrials,0.0101339221534524,0.00274
2026-07-24,KSS,Consumer Cyclical,0.0084590344440014,0.00156
2026-07-24,MATX,Industrials,0.0100464465571207,0.00306
2026-07-24,RY,Financial Services,0.0081036591630007,0.00714
2026-07-24,INOD,Technology,0.0187613818218274,0.00058
2026-07-24,DAR,Consumer Defensive,0.0047676207975023,0.0042
2026-07-24,OUT,Real Estate,0.0079141662121593,0.00424
2026-07-24,TGB,Basic Materials,0.0074047619513138,0.00142
2026-07-24,HUM,Healthcare,0.0164725697806286,0.00259
2026-07-24,ODD,Technology,0.0185808646928032,0.00115
2026-07-24,BLMN,Consumer Cyclical,0.0079842574128021,0.0012
2026-07-24,BLX,Financial Services,0.0077839022114357,0.0041
2026-07-24,STT,Financial Services,0.0077590196410748,0.00498
2026-07-24,MUSA,Consumer Cyclical,0.0079321088245378,0.00236
2026-07-24,FRO,Energy,0.0147051676256777,0.00245
2026-07-24,ENS,Industrials,0.0093571855363153,0.00224
2026-07-24,TVTX,Healthcare,0.0159698048065946,0.00275
